63999.0,65745,ECLERX SERVICES LTD.,7.0
21009.0,243849,SUVEN LIFE SCIENCES LTD.,7.0
64192.0,86417,GRUH FINANCE LTD.,7.0
29102.0,22104,ASHOK LEYLAND LTD.,7.0
23942.0,222402,SHREE CEMENT LTD.,7.0
64910.0,374518,BAJAJ AUTO LTD.,7.0
70200.0,52181,CARE RATINGS LTD.,6.0
64910.0,376597,L G B FORGE LTD.,6.0
63999.0,97042,AXISCADES ENGINEERING TECHNOLOGIES LTD.,6.0
64192.0,95632,HOUSING DEVELOPMENT FINANCE CORPN. LTD.,6.0
29102.0,244495,S M L ISUZU LTD.,6.0
62013.0,248092,TATA ELXSI LTD.,6.0
27501.0,272097,WHIRLPOOL OF INDIA LTD.,6.0
30911.0,92590,HERO MOTOCORP LTD.,6.0
23942.0,125123,ULTRATECH CEMENT LTD.,6.0
30913.0,374456,WABCO INDIA LTD.,6.0
62013.0,88258,H C L TECHNOLOGIES LTD.,6.0
64920.0,259546,V A TECH WABAG LTD.,6.0
70200.0,52194,CRISIL LTD.,6.0
30911.0,246615,T V S MOTOR CO. LTD.,6.0
30913.0,241914,SUPRAJIT ENGINEERING LTD.,5.0
30913.0,33750,BHARAT FORGE LTD.,5.0
46909.0,254594,TRIVENI TURBINE LTD.,5.0
28199.0,91512,HAVELLS INDIA LTD.,5.0
62013.0,18395,HEXAWARE TECHNOLOGIES LTD.,5.0
28199.0,226821,SIEMENS LTD.,5.0
28199.0,269920,VOLTAS LTD.,5.0
21009.0,393826,ALEMBIC PHARMACEUTICALS LTD.,5.0
21009.0,245784,MARKSANS PHARMA LTD.,5.0
21009.0,61957,DIVI'S LABORATORIES LTD.,5.0
46909.0,196452,RELAXO FOOTWEARS LTD.,5.0
46909.0,36277,3M INDIA LTD.,5.0
64300.0,48799,COAL INDIA LTD.,5.0
62013.0,146460,MINDTREE LTD.,5.0
62013.0,97191,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,4.0
30913.0,149616,MOTHERSON SUMI SYSTEMS LTD.,4.0
30913.0,146438,MINDA CORPORATION LTD.,4.0
64300.0,164646,TATA CONSULTANCY SERVICES LTD.,4.0
28199.0,244056,SUZLON ENERGY LTD.,4.0
30913.0,149711,BOSCH LTD.,4.0
27501.0,245363,SYMPHONY LTD.,4.0
62013.0,114412,ACCELYA KALE SOLUTIONS LTD.,4.0
64920.0,266490,VIKAS ECOTECH LTD.,4.0
46909.0,20327,ARROW GREENTECH LTD.,4.0
62013.0,275155,ZEN TECHNOLOGIES LTD.,4.0
27501.0,37079,BLUE STAR LTD.,4.0
62013.0,231086,SONATA SOFTWARE LTD.,3.0
21009.0,371302,SUN PHARMA ADVANCED RESEARCH CO. LTD.,3.0
64910.0,374519,BAJAJ FINSERV LTD.,3.0
21009.0,3990,AARTI DRUGS LTD.,3.0
64300.0,122625,BYKE HOSPITALITY LTD.,3.0
21009.0,24685,AUROBINDO PHARMA LTD.,3.0
62013.0,250468,S Q S INDIA B F S I LTD.,3.0
62013.0,261710,VAKRANGEE LTD.,3.0
62013.0,100632,INFOSYS LTD.,3.0
30913.0,240069,SUNDARAM-CLAYTON LTD.,3.0
30911.0,135715,MAHARASHTRA SCOOTERS LTD.,2.0
64910.0,374273,MOTILAL OSWAL FINANCIAL SERVICES LTD.,2.0
64920.0,28897,BAJAJ FINANCE LTD.,2.0
46909.0,227036,SIGNET INDUSTRIES LTD.,2.0
21009.0,220498,SHILPA MEDICARE LTD.,2.0
64920.0,240037,SUNDARAM FINANCE LTD.,2.0
70200.0,96443,I C R A LTD.,2.0
30913.0,230893,SONA KOYO STEERING SYSTEMS LTD.,2.0
64910.0,384105,BHARAT FINANCIAL INCLUSION LTD.,2.0
62013.0,275305,ZENSAR TECHNOLOGIES LTD.,2.0
30913.0,64150,DYNAMATIC TECHNOLOGIES LTD.,2.0
64300.0,228300,RESPONSIVE INDUSTRIES LTD.,2.0
21009.0,10566,ALEMBIC LTD.,2.0
29102.0,248093,TATA MOTORS LTD.,1.0
28199.0,121148,KIRLOSKAR ELECTRIC CO. LTD.,1.0
23942.0,181972,PRISM CEMENT LTD.,1.0
64910.0,30575,VISAGAR POLYTEX LTD.,1.0
28199.0,21420,A B B INDIA LTD.,1.0
63999.0,305060,INTRASOFT TECHNOLOGIES LTD.,1.0
64192.0,197110,REPCO HOME FINANCE LTD.,1.0
62013.0,324131,TAKE SOLUTIONS LTD.,1.0
23942.0,182265,RAIN INDUSTRIES LTD.,0.0
30913.0,104238,J M T AUTO LTD.,0.0
21009.0,155423,NATCO PHARMA LTD.,0.0
