co_code,company_name,co_stkdate,bse_pb,nse_pb,eps_on_stkdate
11,20 MICRONS LTD.,20160801,1.1557,1.1438,3.7408
289,A B C INDIA LTD.,20160801,1.0694,NA,-13.9001
363,STARLOG ENTERPRISES LTD.,20160801,0.6393,NA,-2.1309
365,A B G SHIPYARD LTD.,20160801,NA,NA,-541.9015
415,A B M KNOWLEDGEWARE LTD.,20160801,2.0321,NA,8.929
612,A C E EDUTREND LTD.,20160801,0.1396,NA,-0.775
666,A C I INFOCOM LTD.,20160801,6.1111,NA,0.0009
783,A D F FOODS LTD.,20160801,1.3376,1.3307,6.9227
912,A F ENTERPRISES LTD.,20160801,1.6614,NA,-0.15
1120,A I A ENGINEERING LTD.,20160801,4.6773,4.6863,60.8055
1144,A INFRASTRUCTURE LTD.,20160801,0.4111,NA,-1.4538
1317,A K CAPITAL SERVICES LTD.,20160801,0.5293,NA,26
1621,A K SPINTEX LTD.,20160801,1.676,NA,3.8953
2015,A N G INDUSTRIES LTD.,20160801,0.8115,0.8169,-34.1827
2248,A P M INDUSTRIES LTD.,20160801,1.0709,NA,8.8518
2717,DISH T V INDIA LTD.,20160801,64.4661,64.6203,3.473
2773,ANIL SPECIAL STEEL INDS. LTD.,20160801,NA,NA,-10.1831
2842,A S M TECHNOLOGIES LTD.,20160801,1.1683,NA,-8.2
3052,A T N INTERNATIONAL LTD.,20160801,0.4321,NA,-0.1648
3083,A T V PROJECTS INDIA LTD.,20160801,NA,NA,2.7449
3335,A V T NATURAL PRODUCTS LTD.,20160801,2.3631,2.3631,1.595
3889,AAREY DRUGS & PHARMACEUTICALS LTD.,20160801,2.2598,NA,1.0645
3990,AARTI DRUGS LTD.,20160801,3.4236,3.4275,26.0436
3998,AARTI INDUSTRIES LTD.,20160801,4.0594,4.0684,34.7514
4024,AARVEE DENIMS & EXPORTS LTD.,20160801,0.6116,0.6116,6.8671
4253,ABAN OFFSHORE LTD.,20160801,0.3807,0.3814,70.0621
4671,RADICO KHAITAN LTD.,20160801,1.3173,1.3202,5.7495
4709,TRIDENT LTD.,20160801,1.3315,1.3286,4.6415
5003,ACCEL FRONTLINE LTD.,20160801,NA,NA,-14.1658
5284,ACE SOFTWARE EXPORTS LTD.,20160801,0.383,NA,2.735
5396,ACKNIT INDUSTRIES LTD.,20160801,0.9766,NA,10.6746
5417,PROVOGUE (INDIA) LTD.,20160801,0.2198,0.2208,-20.1098
5568,ACROW INDIA LTD.,20160801,0.5852,NA,-83.2812
5574,ACRYSIL LTD.,20160801,3.326,NA,14.9933
5596,ACTION FINANCIAL SERVICES (INDIA) LTD.,20160801,0.3194,NA,-0.4159
5695,AD-MANUM FINANCE LTD.,20160801,0.4578,NA,4.36
5747,ADANI ENTERPRISES LTD.,20160801,2.2822,2.2852,5.8167
5757,ADANI POWER LTD.,20160801,1.0468,1.0487,-0.2683
5843,ADARSH PLANT PROTECT LTD.,20160801,1.7066,NA,0.1009
6097,ADI RASAYAN LTD.,20160801,NA,NA,-0.1994
6136,ADINATH EXIM RESOURCES LTD.,20160801,0.9132,NA,-0.5117
6348,ADITYA ISPAT LTD.,20160801,0.3815,NA,0.5981
6374,NITIN CASTINGS LTD.,20160801,0.4457,NA,0.1425
6431,ADITYA SPINNERS LTD.,20160801,0.8734,NA,0.5018
6584,ADOR FONTECH LTD.,20160801,1.6461,NA,6.2229
6585,ADOR MULTIPRODUCTS LTD.,20160801,2.6766,NA,-2.0599
6819,ADVANCED ENZYME TECHNOLOGIES LTD.,20160801,4.9099,4.9091,8.9671
6871,ADVANCED MICRONIC DEVICES LTD.,20160801,NA,NA,-50.1411
6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,20160801,6.7458,6.6981,1.2938
6923,ADOR WELDING LTD.,20160801,1.7147,1.7042,14.6119
6953,ADVENT COMPUTER SERVICES LTD.,20160801,0.3166,NA,0.0553
7002,ADVIK LABORATORIES LTD.,20160801,0.6904,NA,-2.4383
7068,AEGIS LOGISTICS LTD.,20160801,9.4053,9.436,1.438
7077,LUDLOW JUTE & SPECIALITIES LTD.,20160801,1.6641,NA,5.8943
7633,SHIRPUR GOLD REFINERY LTD.,20160801,0.9484,0.9449,4.4308
8083,AGRI-TECH (INDIA) LTD.,20160801,0.4444,0.4265,-1.7845
8153,AGRO DUTCH INDS. LTD.,20160801,NA,NA,-15.2874
8183,AGRO TECH FOODS LTD.,20160801,3.4608,3.4463,9.91
8312,AHLUWALIA CONTRACTS (INDIA) LTD.,20160801,4.3827,4.3842,12.6994
8360,EXCEL CASTRONICS LTD.,20160801,1.9253,NA,0.2579
8392,METALYST FORGINGS LTD.,20160801,0.3501,0.3497,-34.2503
8523,AIMCO PESTICIDES LTD.,20160801,4.6331,NA,2.5876
8893,AJANTA PHARMA LTD.,20160801,12.72,12.7514,50.4358
8909,AJANTA SOYA LTD.,20160801,1.322,NA,2.3102
9167,AJCON GLOBAL SERVICES LTD.,20160801,0.807,NA,0.6704
9395,OPTIEMUS INFRACOM LTD.,20160801,1.5082,NA,1.6326
9431,AKAR TOOLS LTD.,20160801,0.9803,NA,3.6893
9780,HUBTOWN LTD.,20160801,0.3968,0.4035,-5.4512
9793,AKSH OPTIFIBRE LTD.,20160801,0.5492,0.5492,2.0232
10220,ALAN SCOTT INDS. LTD.,20160801,6.4766,NA,-0.3677
10376,ALBERT DAVID LTD.,20160801,1.294,1.283,22.2878
10566,ALEMBIC LTD.,20160801,3.5037,3.4899,0.8351
10674,ALFA ICA (INDIA) LTD.,20160801,0.7871,NA,3.4653
10714,ALFA TRANSFORMERS LTD.,20160801,0.762,NA,-2.3134
10752,ALFRED HERBERT (INDIA) LTD.,20160801,1.0261,NA,8.6852
10872,ALKALI METALS LTD.,20160801,1.1693,1.1785,3.2507
10884,ALKEM LABORATORIES LTD.,20160801,4.8618,4.8448,56.7415
10903,ALKYL AMINES CHEMICALS LTD.,20160801,3.0883,3.1033,22.8129
11019,ALLAHABAD BANK,20160801,0.4733,0.473,-32.4126
11063,ALLCARGO LOGISTICS LTD.,20160801,3.8513,3.8558,4.1873
11259,AVONMORE CAPITAL & MGMT. SERVICES LTD.,20160801,0.379,NA,0.618
11262,ALMONDZ GLOBAL SECURITIES LTD.,20160801,0.2633,0.255,1.5878
11284,RAP MEDIA LTD.,20160801,0.3102,NA,-0.7142
11303,ALLIED DIGITAL SERVICES LTD.,20160801,0.3795,0.3784,-0.5119
11443,ALLSEC TECHNOLOGIES LTD.,20160801,3.4734,3.4848,8.3736
11599,ALOK INDUSTRIES LTD.,20160801,0.9709,0.966,-34.7825
11664,ALPA LABORATORIES LTD.,20160801,0.6772,0.6924,3.2889
11853,ALPHAGEO (INDIA) LTD.,20160801,6.1281,6.1117,22.7161
11905,ALPINE HOUSING DEVP. CORPN. LTD.,20160801,0.5488,NA,3.4711
11955,ALPS INDUSTRIES LTD.,20160801,NA,NA,-14.0435
11961,ALPS MOTOR FINANCE LTD.,20160801,47.1564,NA,0.003
12007,G E T & D INDIA LTD.,20160801,9.1305,9.1331,-6.8363
12011,G E POWER INDIA LTD.,20160801,4.7082,4.7125,-19.9338
12108,ALUFLUORIDE LTD.,20160801,0.8954,NA,2.3856
12258,AMAL LTD.,20160801,NA,NA,2.4342
12517,AMARA RAJA BATTERIES LTD.,20160801,7.0513,7.0509,29.2174
12577,AMARJOTHI SPINNING MILLS LTD.,20160801,0.8092,NA,14.9926
12709,AMBA ENTERPRISES LTD.,20160801,14.0928,NA,0.8625
12774,AMBALAL SARABHAI ENTERPRISES LTD.,20160801,1.3533,NA,-1.8647
13029,AMBIKA COTTON MILLS LTD.,20160801,1.41,1.4123,73.9745
13398,AMFORGE INDUSTRIES LTD.,20160801,0.2243,NA,0.2294
13499,AMINES & PLASTICIZERS LTD.,20160801,2.3713,NA,2.0756
13637,AMIT INTERNATIONAL LTD.,20160801,NA,NA,-0.0633
13711,AMIT SPINNING INDS. LTD.,20160801,NA,NA,-5.5599
13993,AMRAPALI CAPITAL & FINANCE SERVICES LTD.,20160801,0.5361,NA,0.6647
14000,AMRAPALI INDUSTRIES LTD.,20160801,0.6369,NA,-0.1284
14039,AMRIT CORP. LTD.,20160801,0.861,NA,38.0303
